"","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"33947","RESISTENCIA AERO, AR",1994-09-16,NA,15.3,24,7.2
"33948","RESISTENCIA AERO, AR",1994-09-17,0,19.1,29,9
"33949","RESISTENCIA AERO, AR",1994-09-18,0,27.2,36,21.3
"33950","RESISTENCIA AERO, AR",1994-09-19,NA,29.1,36.6,22.5
"33951","RESISTENCIA AERO, AR",1994-09-20,NA,30.7,38.2,24.5
"33952","RESISTENCIA AERO, AR",1994-09-21,NA,31.1,39.1,25.2
"33953","RESISTENCIA AERO, AR",1994-09-22,0,31.4,38.2,25.5
"33954","RESISTENCIA AERO, AR",1994-09-23,NA,29.9,39,22.9
"33955","RESISTENCIA AERO, AR",1994-09-24,NA,30,38.2,23.5
"33956","RESISTENCIA AERO, AR",1994-09-25,0,22.7,26.1,19.3
"33957","RESISTENCIA AERO, AR",1994-09-26,5.1,19.6,23.8,16.3
"33958","RESISTENCIA AERO, AR",1994-09-27,66,19.3,26,13
"33959","RESISTENCIA AERO, AR",1994-09-28,0,21.3,30.4,12.8
"33960","RESISTENCIA AERO, AR",1994-09-29,NA,19.9,24.8,17.5
"33961","RESISTENCIA AERO, AR",1994-09-30,NA,18.2,22.2,15.9
"33962","RESISTENCIA AERO, AR",1994-10-01,0,20.2,23.5,17.6
"33963","RESISTENCIA AERO, AR",1994-10-02,0,21.9,28,16
"33964","RESISTENCIA AERO, AR",1994-10-03,NA,22.4,28.2,16.8
"33965","RESISTENCIA AERO, AR",1994-10-04,NA,21.7,30.6,13.8
"33966","RESISTENCIA AERO, AR",1994-10-05,NA,22.6,29,16.8
"33967","RESISTENCIA AERO, AR",1994-10-06,0,22.7,30.2,16.4
"33968","RESISTENCIA AERO, AR",1994-10-07,0,25.2,32.7,17.6
"33969","RESISTENCIA AERO, AR",1994-10-08,0,26.4,34.5,19
"33970","RESISTENCIA AERO, AR",1994-10-09,0,27.7,37,20.4
"33971","RESISTENCIA AERO, AR",1994-10-10,2,23.1,28.1,18.5
"33972","RESISTENCIA AERO, AR",1994-10-11,0,23.4,29.5,19.2
"33973","RESISTENCIA AERO, AR",1994-10-12,0,28.7,36.4,23.9
"33974","RESISTENCIA AERO, AR",1994-10-13,15,20.8,25.2,17.2
"33975","RESISTENCIA AERO, AR",1994-10-14,0.3,20.2,27.5,13
"33976","RESISTENCIA AERO, AR",1994-10-15,0,26.2,33.5,20
"33977","RESISTENCIA AERO, AR",1994-10-16,0,29.5,37,23.8
"33978","RESISTENCIA AERO, AR",1994-10-17,0.8,24.2,29.2,20.2
"33979","RESISTENCIA AERO, AR",1994-10-18,0,21.4,25.8,18.7
"33980","RESISTENCIA AERO, AR",1994-10-19,NA,23.6,28.4,20
"33981","RESISTENCIA AERO, AR",1994-10-20,8.9,21.8,26,19.5
"33982","RESISTENCIA AERO, AR",1994-10-21,0,22.7,27,18.6
"33983","RESISTENCIA AERO, AR",1994-10-22,NA,19.9,21.3,19
"33984","RESISTENCIA AERO, AR",1994-10-23,56.9,20.4,21.2,19.8
"33985","RESISTENCIA AERO, AR",1994-10-24,30,20.6,23.4,18.5
"33986","RESISTENCIA AERO, AR",1994-10-25,0,21.2,27,15.7
"33987","RESISTENCIA AERO, AR",1994-10-26,NA,21.7,27.7,15.3
"33988","RESISTENCIA AERO, AR",1994-10-27,0,22.6,28.2,16.5
"33989","RESISTENCIA AERO, AR",1994-10-28,0,21,25.5,17.4
"33990","RESISTENCIA AERO, AR",1994-10-29,NA,16.8,21.1,11.1
"33991","RESISTENCIA AERO, AR",1994-10-30,4.1,15,17.7,13.4
"33992","RESISTENCIA AERO, AR",1994-10-31,37.1,14.7,16.4,13
"33993","RESISTENCIA AERO, AR",1994-11-01,4.1,18.3,25.4,11.6
"33994","RESISTENCIA AERO, AR",1994-11-02,0,23.1,28.8,13
"33995","RESISTENCIA AERO, AR",1994-11-03,0,26.2,32.4,15.9
"33996","RESISTENCIA AERO, AR",1994-11-04,0,26.6,29.7,23.5
"33997","RESISTENCIA AERO, AR",1994-11-05,34,24.3,29.9,18.5
"33998","RESISTENCIA AERO, AR",1994-11-06,0,24.3,29,20.5
"33999","RESISTENCIA AERO, AR",1994-11-07,0,23.8,28.7,19.5
"34000","RESISTENCIA AERO, AR",1994-11-08,NA,23.3,25.8,19.4
"34001","RESISTENCIA AERO, AR",1994-11-09,24.9,22.3,28.5,16.5
"34002","RESISTENCIA AERO, AR",1994-11-10,0,19.8,29,14
"34003","RESISTENCIA AERO, AR",1994-11-11,NA,20.9,26,17
"34004","RESISTENCIA AERO, AR",1994-11-12,51.1,22.3,27,18.9
"34005","RESISTENCIA AERO, AR",1994-11-13,5.1,25.2,30,21.3
"34006","RESISTENCIA AERO, AR",1994-11-14,0,27,33,21.3
"34007","RESISTENCIA AERO, AR",1994-11-15,11.9,24.3,28.5,21.4
"34008","RESISTENCIA AERO, AR",1994-11-16,23.9,23.4,30.5,19.8
"34009","RESISTENCIA AERO, AR",1994-11-17,4.1,21.9,24.9,20
"34010","RESISTENCIA AERO, AR",1994-11-18,9.9,20.4,25,17.7
"34011","RESISTENCIA AERO, AR",1994-11-19,0,21.3,25,18.5
"34012","RESISTENCIA AERO, AR",1994-11-20,0,21,25.3,15.8
"34013","RESISTENCIA AERO, AR",1994-11-21,0,20.6,26.6,13.8
"34014","RESISTENCIA AERO, AR",1994-11-22,0,22.1,29.5,14.6
"34015","RESISTENCIA AERO, AR",1994-11-23,NA,24.2,30.5,17.5
"34016","RESISTENCIA AERO, AR",1994-11-24,0,24.3,31.1,15.5
"34017","RESISTENCIA AERO, AR",1994-11-25,NA,26.9,33.3,18.5
"34018","RESISTENCIA AERO, AR",1994-11-26,0,26.8,34.4,18.7
"34019","RESISTENCIA AERO, AR",1994-11-27,0,24.6,31.3,16.9
"34020","RESISTENCIA AERO, AR",1994-11-28,0,21.4,25.4,16.6
"34021","RESISTENCIA AERO, AR",1994-11-29,39.1,20.5,27.5,14
"34022","RESISTENCIA AERO, AR",1994-11-30,0,22.3,30.5,15.4
"34023","RESISTENCIA AERO, AR",1994-12-01,0,25.8,34,16.2
"34024","RESISTENCIA AERO, AR",1994-12-02,0,29,35.5,22.8
"34025","RESISTENCIA AERO, AR",1994-12-03,0,30.3,34.6,23.8
"34026","RESISTENCIA AERO, AR",1994-12-04,NA,21.5,24,11.1
"34027","RESISTENCIA AERO, AR",1994-12-05,NA,21.1,28.2,14
"34028","RESISTENCIA AERO, AR",1994-12-06,0,25.3,31.6,19.8
"34029","RESISTENCIA AERO, AR",1994-12-07,0,26.2,32,18.1
"34030","RESISTENCIA AERO, AR",1994-12-08,0,27.6,34.1,20.2
"34031","RESISTENCIA AERO, AR",1994-12-09,0,28.8,35.2,23.5
"34032","RESISTENCIA AERO, AR",1994-12-10,0,29.7,36.5,22.7
"34033","RESISTENCIA AERO, AR",1994-12-11,0,31.1,37,25
"34034","RESISTENCIA AERO, AR",1994-12-12,0,30.9,36.9,27
"34035","RESISTENCIA AERO, AR",1994-12-13,0,32,37.5,26.5
"34036","RESISTENCIA AERO, AR",1994-12-14,0.3,26.7,30,22.3
"34037","RESISTENCIA AERO, AR",1994-12-15,6.1,26.6,32.5,23
"34038","RESISTENCIA AERO, AR",1994-12-16,8.9,26.7,30.2,23.2
"34039","RESISTENCIA AERO, AR",1994-12-17,37.1,26.3,31.4,22.2
"34040","RESISTENCIA AERO, AR",1994-12-18,0,26,31,20.2
"34041","RESISTENCIA AERO, AR",1994-12-19,0,24.8,32,15.4
"34042","RESISTENCIA AERO, AR",1994-12-20,NA,26.1,32.5,20.8
"34043","RESISTENCIA AERO, AR",1994-12-21,NA,26.7,33,19.5
"34044","RESISTENCIA AERO, AR",1994-12-22,0,27,34.5,20.6
"34045","RESISTENCIA AERO, AR",1994-12-23,NA,28.7,36.6,20.5
"34046","RESISTENCIA AERO, AR",1994-12-24,0,29.7,37.3,22.7
"34047","RESISTENCIA AERO, AR",1994-12-25,NA,29.6,37.6,23.6
"34048","RESISTENCIA AERO, AR",1994-12-26,2,29.9,38,23.3
"34049","RESISTENCIA AERO, AR",1994-12-27,0,29.4,38.5,24.8
"34050","RESISTENCIA AERO, AR",1994-12-28,7.9,26.8,32.9,22.4
"34051","RESISTENCIA AERO, AR",1994-12-29,2,27.3,33.8,21.8
"34052","RESISTENCIA AERO, AR",1994-12-30,0,29.6,35.4,22
"34053","RESISTENCIA AERO, AR",1994-12-31,0,28.8,36.2,21.2
"34054","RESISTENCIA AERO, AR",1995-01-01,0,31.1,38.5,24.3
"34055","RESISTENCIA AERO, AR",1995-01-02,NA,30.8,37.3,24.5
"34056","RESISTENCIA AERO, AR",1995-01-03,0,29.2,35.8,23.5
"34057","RESISTENCIA AERO, AR",1995-01-04,NA,29,35.5,23.5
"34058","RESISTENCIA AERO, AR",1995-01-05,0.3,28.3,35,22.4
"34059","RESISTENCIA AERO, AR",1995-01-06,0,29.7,37.2,24.4
"34060","RESISTENCIA AERO, AR",1995-01-07,0,29.8,38,20.8
"34061","RESISTENCIA AERO, AR",1995-01-08,0,31.6,38.7,24.7
"34062","RESISTENCIA AERO, AR",1995-01-09,27.9,24.2,31.9,18.3
"34063","RESISTENCIA AERO, AR",1995-01-10,7.1,21.4,29.2,14
"34064","RESISTENCIA AERO, AR",1995-01-11,0,24.4,30.8,18.6
"34065","RESISTENCIA AERO, AR",1995-01-12,0,24.7,29,20.4
"34066","RESISTENCIA AERO, AR",1995-01-13,0,25.8,33.2,18.9
"34067","RESISTENCIA AERO, AR",1995-01-14,7.9,26.4,33,22.5
"34068","RESISTENCIA AERO, AR",1995-01-15,18,24.2,27.6,23.2
"34069","RESISTENCIA AERO, AR",1995-01-16,64,23.8,28,19.5
"34070","RESISTENCIA AERO, AR",1995-01-17,6.1,25.3,30.6,21
"34071","RESISTENCIA AERO, AR",1995-01-18,0,26.1,31.1,22.2
"34072","RESISTENCIA AERO, AR",1995-01-19,NA,27.1,34,21.2
"34073","RESISTENCIA AERO, AR",1995-01-20,NA,23.2,29.3,21.2
"34074","RESISTENCIA AERO, AR",1995-01-21,NA,24.1,30.8,19.5
"34075","RESISTENCIA AERO, AR",1995-01-22,0,27.8,32.8,21.9
"34076","RESISTENCIA AERO, AR",1995-01-23,0,28.2,34.3,22.5
"34077","RESISTENCIA AERO, AR",1995-01-24,0,28.6,35.5,23.6
"34078","RESISTENCIA AERO, AR",1995-01-25,0,24.5,28.9,21
"34079","RESISTENCIA AERO, AR",1995-01-26,1,24.7,30.6,20.2
"34080","RESISTENCIA AERO, AR",1995-01-27,0,26.9,34.3,22.9
"34081","RESISTENCIA AERO, AR",1995-01-28,30,24.6,28.8,21.7
"34082","RESISTENCIA AERO, AR",1995-01-29,0,23.9,29.3,18
"34083","RESISTENCIA AERO, AR",1995-01-30,0,25.4,30.2,21
"34084","RESISTENCIA AERO, AR",1995-01-31,0.5,26.4,31,23.3
"34085","RESISTENCIA AERO, AR",1995-02-01,0.3,24.8,27,20.5
"34086","RESISTENCIA AERO, AR",1995-02-02,14,23.3,27.6,18.3
"34087","RESISTENCIA AERO, AR",1995-02-03,0,23.3,30.3,16.7
"34088","RESISTENCIA AERO, AR",1995-02-04,0,25,31.5,19.9
"34089","RESISTENCIA AERO, AR",1995-02-05,0,22.8,27.5,17.6
"34090","RESISTENCIA AERO, AR",1995-02-06,0,22.9,30.9,15.4
"34091","RESISTENCIA AERO, AR",1995-02-07,NA,25.3,30.9,20.1
"34092","RESISTENCIA AERO, AR",1995-02-08,0,24,28,20
"34093","RESISTENCIA AERO, AR",1995-02-09,0.5,25.4,31.8,19.2
"34094","RESISTENCIA AERO, AR",1995-02-10,0,25.6,33,19.3
"34095","RESISTENCIA AERO, AR",1995-02-11,0,25.6,33,20.7
"34096","RESISTENCIA AERO, AR",1995-02-12,16,23.6,28.8,20
"34097","RESISTENCIA AERO, AR",1995-02-13,47,23.7,29.2,20
"34098","RESISTENCIA AERO, AR",1995-02-14,7.1,25.3,30.1,19.6
"34099","RESISTENCIA AERO, AR",1995-02-15,0,26.4,32.7,20.6
"34100","RESISTENCIA AERO, AR",1995-02-16,NA,27,33.9,20.3
"34101","RESISTENCIA AERO, AR",1995-02-17,10.9,24.8,33.8,19.6
"34102","RESISTENCIA AERO, AR",1995-02-18,NA,21.4,25.5,16.6
"34103","RESISTENCIA AERO, AR",1995-02-19,0,20.4,27.5,13.4
"34104","RESISTENCIA AERO, AR",1995-02-20,0,21.7,30.9,12.6
"34105","RESISTENCIA AERO, AR",1995-02-21,0,26.4,34.4,20.8
"34106","RESISTENCIA AERO, AR",1995-02-22,23.9,23.7,28.4,19.2
"34107","RESISTENCIA AERO, AR",1995-02-23,67.1,22.3,27,19.9
"34108","RESISTENCIA AERO, AR",1995-02-24,39.9,23.8,26.7,21.5
"34109","RESISTENCIA AERO, AR",1995-02-25,0,24.9,30.5,21
"34110","RESISTENCIA AERO, AR",1995-02-26,0,27.3,31.5,23.1
"34111","RESISTENCIA AERO, AR",1995-02-27,NA,24.4,27.4,20.2
"34112","RESISTENCIA AERO, AR",1995-02-28,NA,25.2,32.7,21.7
"34113","RESISTENCIA AERO, AR",1995-03-01,25.9,23.8,27.5,20.4
"34114","RESISTENCIA AERO, AR",1995-03-02,0,25.7,29.8,22.3
"34115","RESISTENCIA AERO, AR",1995-03-03,0,25.4,29.5,22.8
"34116","RESISTENCIA AERO, AR",1995-03-04,55.1,22.7,26,19.4
"34117","RESISTENCIA AERO, AR",1995-03-05,70.1,23.1,27.3,20.5
"34118","RESISTENCIA AERO, AR",1995-03-06,0,25.6,31,21.2
"34119","RESISTENCIA AERO, AR",1995-03-07,0,28.4,33.6,23
"34120","RESISTENCIA AERO, AR",1995-03-08,55.1,22.1,24.8,19.4
"34121","RESISTENCIA AERO, AR",1995-03-09,0,20.2,25.2,15.7
"34122","RESISTENCIA AERO, AR",1995-03-10,0,21.2,26.5,16.5
"34123","RESISTENCIA AERO, AR",1995-03-11,0,23,30.1,18.6
"34124","RESISTENCIA AERO, AR",1995-03-12,0,24,28.6,21.5
"34125","RESISTENCIA AERO, AR",1995-03-13,0.8,22.9,29.5,17.8
"34126","RESISTENCIA AERO, AR",1995-03-14,0,23.9,29.2,18
"34127","RESISTENCIA AERO, AR",1995-03-15,0,22.9,31,15.2
"34128","RESISTENCIA AERO, AR",1995-03-16,0,23.6,29.8,17.5
"34129","RESISTENCIA AERO, AR",1995-03-17,0,23.9,29.9,18.7
"34130","RESISTENCIA AERO, AR",1995-03-18,0,22.9,31.9,15.3
"34131","RESISTENCIA AERO, AR",1995-03-19,0,24.7,32.1,17.8
"34132","RESISTENCIA AERO, AR",1995-03-20,0,26.1,30.1,22.8
"34133","RESISTENCIA AERO, AR",1995-03-21,0,25.4,29.3,22.1
"34134","RESISTENCIA AERO, AR",1995-03-22,NA,27.1,33.6,22.3
"34135","RESISTENCIA AERO, AR",1995-03-23,16,24.8,27.9,20.2
"34136","RESISTENCIA AERO, AR",1995-03-24,33,23.2,28.5,17.9
"34137","RESISTENCIA AERO, AR",1995-03-25,0,22.9,29.4,15.5
"34138","RESISTENCIA AERO, AR",1995-03-26,0,23.9,31.5,17.1
"34139","RESISTENCIA AERO, AR",1995-03-27,NA,24.8,31.6,17.5
"34140","RESISTENCIA AERO, AR",1995-03-28,0,24.2,30.3,18.8
"34141","RESISTENCIA AERO, AR",1995-03-29,0,24.5,29.8,20
"34142","RESISTENCIA AERO, AR",1995-03-30,0,22.8,28.5,18.4
"34143","RESISTENCIA AERO, AR",1995-03-31,0,21,23.3,16.4
"34144","RESISTENCIA AERO, AR",1995-04-01,4.1,15.7,22.5,11.2
"34145","RESISTENCIA AERO, AR",1995-04-02,0,17.1,25.2,10.5
"34146","RESISTENCIA AERO, AR",1995-04-03,0,19.4,27,10.9
"34147","RESISTENCIA AERO, AR",1995-04-04,0,21.3,30.1,14.3
"34148","RESISTENCIA AERO, AR",1995-04-05,0,24,31.8,18.1
"34149","RESISTENCIA AERO, AR",1995-04-06,0,25.6,33.7,18.9
"34150","RESISTENCIA AERO, AR",1995-04-07,0,26.9,33.9,20.7
"34151","RESISTENCIA AERO, AR",1995-04-08,0,27.6,33.1,22.4
"34152","RESISTENCIA AERO, AR",1995-04-09,NA,22.9,26.8,19.3
"34153","RESISTENCIA AERO, AR",1995-04-10,NA,17.7,21.7,14.8
"34154","RESISTENCIA AERO, AR",1995-04-11,NA,14.2,19.4,9.4
"34155","RESISTENCIA AERO, AR",1995-04-12,0,13.6,19.9,7.7
"34156","RESISTENCIA AERO, AR",1995-04-13,NA,13.9,21.8,8
"34157","RESISTENCIA AERO, AR",1995-04-14,0,17.4,24.5,11.5
"34158","RESISTENCIA AERO, AR",1995-04-15,0,19.5,28,11
"34159","RESISTENCIA AERO, AR",1995-04-16,NA,21.7,26.8,17
"34160","RESISTENCIA AERO, AR",1995-04-17,6.1,22.9,27.5,19.5
"34161","RESISTENCIA AERO, AR",1995-04-18,0,21,27,14
"34162","RESISTENCIA AERO, AR",1995-04-19,0.5,20.8,24.5,16.6
"34163","RESISTENCIA AERO, AR",1995-04-20,NA,14.7,18.5,8.3
"34164","RESISTENCIA AERO, AR",1995-04-21,NA,11.6,18.3,5.4
"34165","RESISTENCIA AERO, AR",1995-04-22,0,10.8,20.4,2.5
"34166","RESISTENCIA AERO, AR",1995-04-23,0,13,23.5,3.8
"34167","RESISTENCIA AERO, AR",1995-04-24,0,15.1,25.5,5.4
"34168","RESISTENCIA AERO, AR",1995-04-25,0,17.4,27.1,7.5
"34169","RESISTENCIA AERO, AR",1995-04-26,0,23.4,31.3,18.5
"34170","RESISTENCIA AERO, AR",1995-04-27,0,22.8,29,17.5
"34171","RESISTENCIA AERO, AR",1995-04-28,0,24.3,31.4,19.1
"34172","RESISTENCIA AERO, AR",1995-04-29,0,24.1,29,18.6
"34173","RESISTENCIA AERO, AR",1995-04-30,NA,27.1,33.4,22.8
"34174","RESISTENCIA AERO, AR",1995-05-01,NA,25.6,32.5,19.5
"34175","RESISTENCIA AERO, AR",1995-05-02,14,20.6,23.6,17.3
"34176","RESISTENCIA AERO, AR",1995-05-03,0,18.6,26.5,10.5
"34177","RESISTENCIA AERO, AR",1995-05-04,0,20.6,29.3,13.6
"34178","RESISTENCIA AERO, AR",1995-05-05,0,22.7,27.5,18
"34179","RESISTENCIA AERO, AR",1995-05-06,30,17.1,23.7,11.4
"34180","RESISTENCIA AERO, AR",1995-05-07,3,12.5,19.8,5
"34181","RESISTENCIA AERO, AR",1995-05-08,0,13,22.5,5.6
"34182","RESISTENCIA AERO, AR",1995-05-09,0,14.5,23.2,7
"34183","RESISTENCIA AERO, AR",1995-05-10,0,17.8,25.7,10.6
"34184","RESISTENCIA AERO, AR",1995-05-11,0,19.3,25.8,14.1
"34185","RESISTENCIA AERO, AR",1995-05-12,0,20.9,25.5,17.4
"34186","RESISTENCIA AERO, AR",1995-05-13,NA,22.2,25.6,20.4
"34187","RESISTENCIA AERO, AR",1995-05-14,21.1,21.9,26.4,19
"34188","RESISTENCIA AERO, AR",1995-05-15,0,16,20.7,10.4
"34189","RESISTENCIA AERO, AR",1995-05-16,0,17.8,23.9,13
"34190","RESISTENCIA AERO, AR",1995-05-17,NA,19,22.6,16.4
"34191","RESISTENCIA AERO, AR",1995-05-18,0,13.1,16.8,8.7
"34192","RESISTENCIA AERO, AR",1995-05-19,0,10.4,16.7,4.4
"34193","RESISTENCIA AERO, AR",1995-05-20,0,11,16.2,6.5
"34194","RESISTENCIA AERO, AR",1995-05-21,0,10.8,20,2.5
"34195","RESISTENCIA AERO, AR",1995-05-22,0,11.2,20.9,3.5
"34196","RESISTENCIA AERO, AR",1995-05-23,0,12.2,20.5,4.3
"34197","RESISTENCIA AERO, AR",1995-05-24,0,12.2,21.8,3.5
"34198","RESISTENCIA AERO, AR",1995-05-25,0,13.4,20.5,6.6
"34199","RESISTENCIA AERO, AR",1995-05-26,0,12.7,19.9,7
"34200","RESISTENCIA AERO, AR",1995-05-27,0,11.8,20.7,4.5
"34201","RESISTENCIA AERO, AR",1995-05-28,NA,12.9,21.8,4.2
"34202","RESISTENCIA AERO, AR",1995-05-29,0,16.3,21.4,9.5
"34203","RESISTENCIA AERO, AR",1995-05-30,0,11.4,20.4,3.4
"34204","RESISTENCIA AERO, AR",1995-05-31,0,13.6,24.2,5.5
"34205","RESISTENCIA AERO, AR",1995-06-01,0,17.3,25.6,11.1
"34206","RESISTENCIA AERO, AR",1995-06-02,0,19.6,24.3,15.6
"34207","RESISTENCIA AERO, AR",1995-06-03,NA,19.2,21.8,16.2
"34208","RESISTENCIA AERO, AR",1995-06-04,0,20.4,28.6,15.2
"34209","RESISTENCIA AERO, AR",1995-06-05,0,21,27.8,15.9
"34210","RESISTENCIA AERO, AR",1995-06-06,0,22,26.7,17.8
"34211","RESISTENCIA AERO, AR",1995-06-07,0,17.9,22,14.7
"34212","RESISTENCIA AERO, AR",1995-06-08,0,16.4,21.8,12.7
"34213","RESISTENCIA AERO, AR",1995-06-09,NA,17.6,20.7,13.5
"34214","RESISTENCIA AERO, AR",1995-06-10,NA,18.5,25,14
"34215","RESISTENCIA AERO, AR",1995-06-11,0,21.9,30.2,16.2
"34216","RESISTENCIA AERO, AR",1995-06-12,NA,25.4,30.9,20.5
"34217","RESISTENCIA AERO, AR",1995-06-13,0,19.7,22.9,16
"34218","RESISTENCIA AERO, AR",1995-06-14,0,14.1,16.5,11.8
"34219","RESISTENCIA AERO, AR",1995-06-15,4.1,17,26.9,12
"34220","RESISTENCIA AERO, AR",1995-06-16,0,15.9,17,12
"34221","RESISTENCIA AERO, AR",1995-06-17,0.5,11.5,14,9.4
"34222","RESISTENCIA AERO, AR",1995-06-18,0.5,11.9,15.9,9.4
"34223","RESISTENCIA AERO, AR",1995-06-19,0,9.6,16.6,1.3
"34224","RESISTENCIA AERO, AR",1995-06-20,0,9.1,17.8,0.5
"34225","RESISTENCIA AERO, AR",1995-06-21,0,11.1,22.4,1.4
"34226","RESISTENCIA AERO, AR",1995-06-22,0,14.2,24.4,5.2
"34227","RESISTENCIA AERO, AR",1995-06-23,0,20.8,28,13.8
"34228","RESISTENCIA AERO, AR",1995-06-24,0,19.7,25.8,11.8
"34229","RESISTENCIA AERO, AR",1995-06-25,0,8.9,13,1
"34230","RESISTENCIA AERO, AR",1995-06-26,0,8.7,16.8,2.7
"34231","RESISTENCIA AERO, AR",1995-06-27,0,16.1,26.2,8.3
"34232","RESISTENCIA AERO, AR",1995-06-28,0,16.8,21.1,11
"34233","RESISTENCIA AERO, AR",1995-06-29,0,10.8,17.2,4.9
"34234","RESISTENCIA AERO, AR",1995-06-30,0,13.8,20.2,8.4
"34235","RESISTENCIA AERO, AR",1995-07-01,0,20.6,29.3,15
"34236","RESISTENCIA AERO, AR",1995-07-02,0,23.9,30.5,20
"34237","RESISTENCIA AERO, AR",1995-07-03,NA,17,21.9,11.4
"34238","RESISTENCIA AERO, AR",1995-07-04,0,13.6,19.9,6.5
"34239","RESISTENCIA AERO, AR",1995-07-05,0,22.7,30.6,15.5
"34240","RESISTENCIA AERO, AR",1995-07-06,NA,18.1,25.7,11
"34241","RESISTENCIA AERO, AR",1995-07-07,NA,13.6,20,7.6
"34242","RESISTENCIA AERO, AR",1995-07-08,0,10.9,21.6,1.2
"34243","RESISTENCIA AERO, AR",1995-07-09,0,13.4,24.5,2.4
"34244","RESISTENCIA AERO, AR",1995-07-10,NA,15.6,24.5,7.9
"34245","RESISTENCIA AERO, AR",1995-07-11,NA,20.6,30.2,13.5
"34246","RESISTENCIA AERO, AR",1995-07-12,0,25.2,32,21
"34247","RESISTENCIA AERO, AR",1995-07-13,0,23.9,30.1,17.5
"34248","RESISTENCIA AERO, AR",1995-07-14,7.9,15.9,20.2,14
"34249","RESISTENCIA AERO, AR",1995-07-15,1,13.6,15.6,10.9
"34250","RESISTENCIA AERO, AR",1995-07-16,0.5,10.1,11.2,8.7
"34251","RESISTENCIA AERO, AR",1995-07-17,3,9.9,11.4,8.5
"34252","RESISTENCIA AERO, AR",1995-07-18,0,10.1,11.9,7.5
"34253","RESISTENCIA AERO, AR",1995-07-19,NA,9.7,15,4
"34254","RESISTENCIA AERO, AR",1995-07-20,0,9.5,15,3
"34255","RESISTENCIA AERO, AR",1995-07-21,0,6,17.1,-3.5
"34256","RESISTENCIA AERO, AR",1995-07-22,0,10.5,20.5,1.5
"34257","RESISTENCIA AERO, AR",1995-07-23,0,16.6,27.6,8.2
"34258","RESISTENCIA AERO, AR",1995-07-24,0,21.7,30.5,13.7
"34259","RESISTENCIA AERO, AR",1995-07-25,0,22.3,31.3,16.2
"34260","RESISTENCIA AERO, AR",1995-07-26,0,24.1,33,17
"34261","RESISTENCIA AERO, AR",1995-07-27,0,25.9,30.5,20.6
"34262","RESISTENCIA AERO, AR",1995-07-28,13,18.1,21.7,16
"34263","RESISTENCIA AERO, AR",1995-07-29,1,17.9,19.1,16.7
"34264","RESISTENCIA AERO, AR",1995-07-30,0.5,15.8,17.6,14
"34265","RESISTENCIA AERO, AR",1995-07-31,0,14.7,15.4,13.3
"34266","RESISTENCIA AERO, AR",1995-08-01,0,15.6,18.4,14.4
"34267","RESISTENCIA AERO, AR",1995-08-02,0,14.7,16.2,13.4
"34268","RESISTENCIA AERO, AR",1995-08-03,17,12.8,15.4,7.5
"34269","RESISTENCIA AERO, AR",1995-08-04,0.5,7.4,12.2,1.4
"34270","RESISTENCIA AERO, AR",1995-08-05,0,5.8,15.4,-2.5
"34271","RESISTENCIA AERO, AR",1995-08-06,0,9.1,22,-1
"34272","RESISTENCIA AERO, AR",1995-08-07,0,16.3,20.2,12.3
"34273","RESISTENCIA AERO, AR",1995-08-08,NA,16.4,21.4,11.6
"34274","RESISTENCIA AERO, AR",1995-08-09,0,17.3,22,14
"34275","RESISTENCIA AERO, AR",1995-08-10,0,14.7,18.6,8.3
"34276","RESISTENCIA AERO, AR",1995-08-11,4.1,12.6,14.3,11.5
"34277","RESISTENCIA AERO, AR",1995-08-12,14,16.1,23.3,11.9
"34278","RESISTENCIA AERO, AR",1995-08-13,0,20.6,29.6,13.5
"34279","RESISTENCIA AERO, AR",1995-08-14,0,24.7,32.3,19.2
"34280","RESISTENCIA AERO, AR",1995-08-15,NA,14.9,22.7,11.5
"34281","RESISTENCIA AERO, AR",1995-08-16,0,11.3,13.2,6.8
"34282","RESISTENCIA AERO, AR",1995-08-17,NA,7.7,13.4,3
"34283","RESISTENCIA AERO, AR",1995-08-18,0,8.9,17.6,1
"34284","RESISTENCIA AERO, AR",1995-08-19,NA,9.7,17.7,1
"34285","RESISTENCIA AERO, AR",1995-08-20,0,9.5,19,1.5
"34286","RESISTENCIA AERO, AR",1995-08-21,NA,14.6,27.6,5.4
"34287","RESISTENCIA AERO, AR",1995-08-22,NA,20.4,30.7,13
"34288","RESISTENCIA AERO, AR",1995-08-23,0,26,35.1,19
"34289","RESISTENCIA AERO, AR",1995-08-24,0,26.3,35.6,17.5
"34290","RESISTENCIA AERO, AR",1995-08-25,0,26.7,35.4,20.3
"34291","RESISTENCIA AERO, AR",1995-08-26,0,26.2,34.8,18.5
"34292","RESISTENCIA AERO, AR",1995-08-27,0,26.2,34.6,18.2
"34293","RESISTENCIA AERO, AR",1995-08-28,NA,20.2,29,14.6
"34294","RESISTENCIA AERO, AR",1995-08-29,0,24.8,34.9,18.6
"34295","RESISTENCIA AERO, AR",1995-08-30,NA,22.8,28,16.6
"34296","RESISTENCIA AERO, AR",1995-08-31,NA,23.6,35.4,15.3
"34297","RESISTENCIA AERO, AR",1995-09-01,NA,26.3,36.5,19.6
"34298","RESISTENCIA AERO, AR",1995-09-02,0,17.8,22.8,14.7
