"","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"13025","CORRIENTES, AR",2017-05-17,0,16.9,NA,13
"13026","CORRIENTES, AR",2017-05-18,1,20.7,24.7,16
"13027","CORRIENTES, AR",2017-05-19,5.1,19.3,22.6,17
"13028","CORRIENTES, AR",2017-05-20,0,16.7,NA,11.2
"13029","CORRIENTES, AR",2017-05-21,NA,16.4,NA,10.5
"13030","CORRIENTES, AR",2017-05-22,NA,16.8,23.6,10.8
"13031","CORRIENTES, AR",2017-05-23,4.1,19.1,21.9,14.9
"13032","CORRIENTES, AR",2017-05-24,4.1,22.3,NA,18.4
"13033","CORRIENTES, AR",2017-05-25,0.3,25.6,NA,20
"13034","CORRIENTES, AR",2017-05-26,16,17.7,29.2,NA
"13035","CORRIENTES, AR",2017-05-27,5.1,14.6,17.3,NA
"13036","CORRIENTES, AR",2017-05-28,3,14.6,NA,13.4
"13037","CORRIENTES, AR",2017-05-29,0.3,14.6,NA,12.8
"13038","CORRIENTES, AR",2017-05-30,2,15.3,16.4,13.4
"13039","CORRIENTES, AR",2017-05-31,11.9,13.5,16.2,NA
"13040","CORRIENTES, AR",2017-06-01,0.8,13.2,NA,10.4
"13041","CORRIENTES, AR",2017-06-02,0,13.4,NA,9
"13042","CORRIENTES, AR",2017-06-03,NA,15.3,19.3,11.7
"13043","CORRIENTES, AR",2017-06-04,7.9,16.9,NA,13.7
"13044","CORRIENTES, AR",2017-06-05,0,15.7,19.7,14
"13045","CORRIENTES, AR",2017-06-06,0,14.8,NA,12.7
"13046","CORRIENTES, AR",2017-06-07,NA,13.3,17.8,11.8
"13047","CORRIENTES, AR",2017-06-08,52.1,13.8,NA,11.6
"13048","CORRIENTES, AR",2017-06-09,0.3,10.9,17.2,6.7
"13049","CORRIENTES, AR",2017-06-10,0,12.9,NA,8.5
"13050","CORRIENTES, AR",2017-06-11,NA,13.7,NA,9.3
"13051","CORRIENTES, AR",2017-06-12,NA,13.8,NA,7.5
"13052","CORRIENTES, AR",2017-06-13,NA,16.5,NA,9.4
"13053","CORRIENTES, AR",2017-06-14,NA,18.1,24.2,13
"13054","CORRIENTES, AR",2017-06-15,NA,21.3,NA,16.2
"13055","CORRIENTES, AR",2017-06-16,NA,22.4,NA,19.5
"13056","CORRIENTES, AR",2017-06-17,NA,24.8,NA,20
"13057","CORRIENTES, AR",2017-06-18,NA,16.8,29,NA
"13058","CORRIENTES, AR",2017-06-19,4.1,9.9,14.2,5
"13059","CORRIENTES, AR",2017-06-20,0,7,14,4.2
"13060","CORRIENTES, AR",2017-06-21,NA,13.2,NA,4
"13061","CORRIENTES, AR",2017-06-22,NA,21.6,NA,15
"13062","CORRIENTES, AR",2017-06-23,NA,21.2,27.3,17.4
"13063","CORRIENTES, AR",2017-06-24,NA,21.8,27.2,19
"13064","CORRIENTES, AR",2017-06-25,NA,22.3,26,18.5
"13065","CORRIENTES, AR",2017-06-26,NA,21.8,26.4,18
"13066","CORRIENTES, AR",2017-06-27,NA,21.4,26.5,18
"13067","CORRIENTES, AR",2017-06-28,NA,18.8,23.6,16.6
"13068","CORRIENTES, AR",2017-06-29,NA,16.8,20.5,15.8
"13069","CORRIENTES, AR",2017-06-30,0,14.9,18.3,12.4
"13070","CORRIENTES, AR",2017-07-01,0,15,NA,12.2
"13071","CORRIENTES, AR",2017-07-02,NA,15.4,NA,9.5
"13072","CORRIENTES, AR",2017-07-03,NA,15.9,23.3,9.6
"13073","CORRIENTES, AR",2017-07-04,NA,17.3,NA,11.5
"13074","CORRIENTES, AR",2017-07-05,NA,18.6,NA,15.2
"13075","CORRIENTES, AR",2017-07-06,NA,19.5,NA,16.2
"13076","CORRIENTES, AR",2017-07-07,NA,21.8,NA,17.8
"13077","CORRIENTES, AR",2017-07-08,NA,19.9,NA,16.5
"13078","CORRIENTES, AR",2017-07-09,1,19.2,NA,16
"13079","CORRIENTES, AR",2017-07-10,0.3,20.9,NA,16.8
"13080","CORRIENTES, AR",2017-07-11,0,21.6,NA,17.1
"13081","CORRIENTES, AR",2017-07-12,NA,21.1,NA,15
"13082","CORRIENTES, AR",2017-07-13,NA,22.8,NA,17.6
"13083","CORRIENTES, AR",2017-07-14,NA,23.9,NA,NA
"13084","CORRIENTES, AR",2017-07-15,NA,24.5,NA,21.5
"13085","CORRIENTES, AR",2017-07-16,4.1,12.1,28.7,8.4
"13086","CORRIENTES, AR",2017-07-17,0,8.6,NA,3.5
"13087","CORRIENTES, AR",2017-07-18,NA,6.3,NA,-0.6
"13088","CORRIENTES, AR",2017-07-19,NA,9,NA,0.5
"13089","CORRIENTES, AR",2017-07-20,NA,10.6,NA,3
"13090","CORRIENTES, AR",2017-07-21,NA,12.8,NA,4.3
"13091","CORRIENTES, AR",2017-07-22,NA,15.3,NA,6.8
"13092","CORRIENTES, AR",2017-07-23,NA,21.3,NA,11.6
"13093","CORRIENTES, AR",2017-07-24,NA,25.3,NA,20.5
"13094","CORRIENTES, AR",2017-07-25,NA,24.8,32.6,NA
"13095","CORRIENTES, AR",2017-07-26,NA,24.3,NA,18.4
"13096","CORRIENTES, AR",2017-07-27,NA,22,31.2,15.8
"13097","CORRIENTES, AR",2017-07-28,NA,22.2,29.5,16.2
"13098","CORRIENTES, AR",2017-07-29,NA,22.4,NA,16.4
"13099","CORRIENTES, AR",2017-07-30,NA,23.6,NA,NA
"13100","CORRIENTES, AR",2017-07-31,0,16.2,31.2,13.8
"13101","CORRIENTES, AR",2017-08-01,0,15.3,NA,14.2
"13102","CORRIENTES, AR",2017-08-02,7.1,14.9,16.8,14
"13103","CORRIENTES, AR",2017-08-03,7.1,15.1,NA,10.8
"13104","CORRIENTES, AR",2017-08-04,0,14.7,NA,6
"13105","CORRIENTES, AR",2017-08-05,NA,16.4,NA,9.5
"13106","CORRIENTES, AR",2017-08-06,NA,20.1,NA,12
"13107","CORRIENTES, AR",2017-08-07,NA,22.1,NA,17.5
"13108","CORRIENTES, AR",2017-08-08,NA,21.8,28.2,16
"13109","CORRIENTES, AR",2017-08-09,NA,17,NA,11.5
"13110","CORRIENTES, AR",2017-08-10,0,19.5,NA,13.6
"13111","CORRIENTES, AR",2017-08-11,NA,25.9,NA,16.5
"13112","CORRIENTES, AR",2017-08-12,25.9,18.6,21,NA
"13113","CORRIENTES, AR",2017-08-13,13,14.6,18.9,13
"13114","CORRIENTES, AR",2017-08-14,0,13.9,NA,6.6
"13115","CORRIENTES, AR",2017-08-15,NA,14,NA,8.6
"13116","CORRIENTES, AR",2017-08-16,NA,16.8,NA,11
"13117","CORRIENTES, AR",2017-08-17,NA,16.2,NA,10
"13118","CORRIENTES, AR",2017-08-18,NA,20.3,NA,12.5
"13119","CORRIENTES, AR",2017-08-19,NA,22.1,NA,NA
"13120","CORRIENTES, AR",2017-08-20,NA,15.6,30.2,9.5
"13121","CORRIENTES, AR",2017-08-21,NA,12.3,NA,5.4
"13122","CORRIENTES, AR",2017-08-22,NA,15.9,NA,8
"13123","CORRIENTES, AR",2017-08-23,NA,22.9,NA,15.8
"13124","CORRIENTES, AR",2017-08-24,NA,27.3,NA,20.2
"13125","CORRIENTES, AR",2017-08-25,NA,28,34,23.2
"13126","CORRIENTES, AR",2017-08-26,NA,24.3,33.5,NA
"13127","CORRIENTES, AR",2017-08-27,1,20.9,26,NA
"13128","CORRIENTES, AR",2017-08-28,7.1,23.2,NA,18.8
"13129","CORRIENTES, AR",2017-08-29,0,28,NA,20.6
"13130","CORRIENTES, AR",2017-08-30,NA,14.9,18.8,NA
"13131","CORRIENTES, AR",2017-08-31,NA,14.9,NA,8.3
"13132","CORRIENTES, AR",2017-09-01,NA,23.5,NA,12.5
"13133","CORRIENTES, AR",2017-09-02,NA,26.2,NA,18.8
"13134","CORRIENTES, AR",2017-09-03,NA,28.4,NA,23
"13135","CORRIENTES, AR",2017-09-04,NA,20.3,35.2,NA
"13136","CORRIENTES, AR",2017-09-05,22.1,15.1,NA,13
"13137","CORRIENTES, AR",2017-09-06,0,17.4,NA,13.8
"13138","CORRIENTES, AR",2017-09-07,NA,20.9,NA,15.7
"13139","CORRIENTES, AR",2017-09-08,NA,21.8,27.5,18
"13140","CORRIENTES, AR",2017-09-09,3,25.6,NA,20.3
"13141","CORRIENTES, AR",2017-09-10,0,25,31.3,20.8
"13142","CORRIENTES, AR",2017-09-11,0,16.2,NA,12.6
"13143","CORRIENTES, AR",2017-09-12,NA,16.2,20.3,NA
"13144","CORRIENTES, AR",2017-09-13,7.1,16.7,NA,14.7
"13145","CORRIENTES, AR",2017-09-14,0,16.8,NA,15.5
"13146","CORRIENTES, AR",2017-09-15,NA,14.9,22.9,12.7
"13147","CORRIENTES, AR",2017-09-16,NA,15.1,NA,NA
"13148","CORRIENTES, AR",2017-09-17,NA,16.3,23.3,11
"13149","CORRIENTES, AR",2017-09-18,NA,18.3,NA,12.5
"13150","CORRIENTES, AR",2017-09-19,NA,21.8,NA,14.7
"13151","CORRIENTES, AR",2017-09-20,NA,28.1,NA,19.6
"13152","CORRIENTES, AR",2017-09-21,NA,21.9,36.2,NA
"13153","CORRIENTES, AR",2017-09-22,0,15.1,23,14
"13154","CORRIENTES, AR",2017-09-23,4.1,16.1,NA,NA
"13155","CORRIENTES, AR",2017-09-24,0,19.8,NA,14
"13156","CORRIENTES, AR",2017-09-25,NA,24.6,NA,16.9
"13157","CORRIENTES, AR",2017-09-26,NA,25.6,32.4,NA
"13158","CORRIENTES, AR",2017-09-27,0,22.3,32.4,19.4
"13159","CORRIENTES, AR",2017-09-28,17,18.2,23.6,16.2
"13160","CORRIENTES, AR",2017-09-29,7.9,19.5,NA,17
"13161","CORRIENTES, AR",2017-09-30,0,21.8,NA,16
"13162","CORRIENTES, AR",2017-10-01,NA,19.6,29,NA
"13163","CORRIENTES, AR",2017-10-02,NA,14.7,25.2,NA
"13164","CORRIENTES, AR",2017-10-03,NA,19.1,NA,10
"13165","CORRIENTES, AR",2017-10-04,NA,22.7,NA,16.4
"13166","CORRIENTES, AR",2017-10-05,NA,24.6,NA,18.9
"13167","CORRIENTES, AR",2017-10-06,NA,22.4,31.4,NA
"13168","CORRIENTES, AR",2017-10-07,NA,20.4,25.1,17.8
"13169","CORRIENTES, AR",2017-10-08,NA,22.7,NA,17.5
"13170","CORRIENTES, AR",2017-10-09,1,22.2,29,20.8
"13171","CORRIENTES, AR",2017-10-10,0.5,21.3,24.2,NA
"13172","CORRIENTES, AR",2017-10-11,0,22.2,24.5,19.1
"13173","CORRIENTES, AR",2017-10-12,6.1,19.8,23.8,NA
"13174","CORRIENTES, AR",2017-10-13,0,16.2,21.3,NA
"13175","CORRIENTES, AR",2017-10-14,0,17.1,NA,13.4
"13176","CORRIENTES, AR",2017-10-15,NA,17.2,NA,NA
"13177","CORRIENTES, AR",2017-10-16,NA,22.1,NA,15
"13178","CORRIENTES, AR",2017-10-17,NA,28.8,NA,22.5
"13179","CORRIENTES, AR",2017-10-18,NA,31.3,NA,25
"13180","CORRIENTES, AR",2017-10-19,22.1,22.9,39,18
"13181","CORRIENTES, AR",2017-10-20,3,22,NA,16.6
"13182","CORRIENTES, AR",2017-10-21,0.5,24.3,27.6,21.4
"13183","CORRIENTES, AR",2017-10-22,0,18.7,27.3,12.4
"13184","CORRIENTES, AR",2017-10-23,NA,17.6,NA,10.6
"13185","CORRIENTES, AR",2017-10-24,NA,21.7,NA,NA
"13186","CORRIENTES, AR",2017-10-25,7.1,22.1,31,19.7
"13187","CORRIENTES, AR",2017-10-26,1,19.9,25.3,18.5
"13188","CORRIENTES, AR",2017-10-27,4.1,21.3,NA,15.5
"13189","CORRIENTES, AR",2017-10-28,0.3,20.2,NA,13.2
"13190","CORRIENTES, AR",2017-10-29,0,21.8,NA,15.7
"13191","CORRIENTES, AR",2017-10-30,0,23.6,29.2,19
"13192","CORRIENTES, AR",2017-10-31,NA,24.1,28.9,NA
"13193","CORRIENTES, AR",2017-11-01,NA,22.4,NA,14.5
"13194","CORRIENTES, AR",2017-11-02,NA,25.4,NA,21.7
"13195","CORRIENTES, AR",2017-11-03,18,21.6,NA,18.4
"13196","CORRIENTES, AR",2017-11-04,8.9,21.6,27.5,17.8
"13197","CORRIENTES, AR",2017-11-05,0,22.2,NA,15
"13198","CORRIENTES, AR",2017-11-06,NA,21.2,NA,15
"13199","CORRIENTES, AR",2017-11-07,NA,22.8,28.3,17.5
"13200","CORRIENTES, AR",2017-11-08,NA,22.8,NA,18.8
"13201","CORRIENTES, AR",2017-11-09,3,23,29,19.8
"13202","CORRIENTES, AR",2017-11-10,7.9,22.2,28.1,16.1
"13203","CORRIENTES, AR",2017-11-11,0,23.8,NA,15.8
"13204","CORRIENTES, AR",2017-11-12,NA,23.6,31,15
"13205","CORRIENTES, AR",2017-11-13,NA,21,30.6,14.7
"13206","CORRIENTES, AR",2017-11-14,NA,25.2,NA,16.4
"13207","CORRIENTES, AR",2017-11-15,NA,28.8,NA,22
"13208","CORRIENTES, AR",2017-11-16,NA,23.1,36.5,NA
"13209","CORRIENTES, AR",2017-11-17,NA,20.1,NA,14
"13210","CORRIENTES, AR",2017-11-18,NA,22.9,NA,16.8
"13211","CORRIENTES, AR",2017-11-19,NA,20.1,NA,9.2
"13212","CORRIENTES, AR",2017-11-20,NA,24.2,NA,11.8
"13213","CORRIENTES, AR",2017-11-21,NA,21.3,31.7,16.7
"13214","CORRIENTES, AR",2017-11-22,0,17.1,NA,12.5
"13215","CORRIENTES, AR",2017-11-23,NA,20.7,NA,10
"13216","CORRIENTES, AR",2017-11-24,NA,26.4,NA,NA
"13217","CORRIENTES, AR",2017-11-25,15,21.2,35,NA
"13218","CORRIENTES, AR",2017-11-26,0,22.1,NA,15.7
"13219","CORRIENTES, AR",2017-11-27,NA,22.8,NA,15.5
"13220","CORRIENTES, AR",2017-11-28,NA,27.9,NA,16.5
"13221","CORRIENTES, AR",2017-11-29,NA,26.7,NA,NA
"13222","CORRIENTES, AR",2017-11-30,NA,26.7,34,20.6
"13223","CORRIENTES, AR",2017-12-01,NA,26.7,33,NA
"13224","CORRIENTES, AR",2017-12-02,NA,27.6,NA,NA
"13225","CORRIENTES, AR",2017-12-03,0.3,24.8,34.5,21
"13226","CORRIENTES, AR",2017-12-04,0,24.9,NA,NA
"13227","CORRIENTES, AR",2017-12-05,NA,25.3,31.5,18.8
"13228","CORRIENTES, AR",2017-12-06,NA,26.6,NA,19.7
"13229","CORRIENTES, AR",2017-12-07,NA,28.5,NA,21
"13230","CORRIENTES, AR",2017-12-08,NA,29.3,NA,19.4
"13231","CORRIENTES, AR",2017-12-09,NA,28.4,36.8,20.2
"13232","CORRIENTES, AR",2017-12-10,NA,28.5,NA,22.5
"13233","CORRIENTES, AR",2017-12-11,NA,27.4,36.5,NA
"13234","CORRIENTES, AR",2017-12-12,NA,26.9,NA,15.4
"13235","CORRIENTES, AR",2017-12-13,NA,30.1,NA,22
"13236","CORRIENTES, AR",2017-12-14,NA,29.1,38.5,24.6
"13237","CORRIENTES, AR",2017-12-15,NA,28.9,NA,20.6
"13238","CORRIENTES, AR",2017-12-16,NA,29.7,38.6,26.1
"13239","CORRIENTES, AR",2017-12-17,0,26.3,33.8,NA
"13240","CORRIENTES, AR",2017-12-18,8.9,21.2,29.3,16.8
"13241","CORRIENTES, AR",2017-12-21,NA,30.9,NA,NA
"13242","CORRIENTES, AR",2017-12-22,NA,27.8,35.8,NA
"13243","CORRIENTES, AR",2017-12-23,0,27.7,NA,24.2
"13244","CORRIENTES, AR",2017-12-24,0,26.5,33,20.8
"13245","CORRIENTES, AR",2017-12-25,NA,26.2,NA,16.9
"13246","CORRIENTES, AR",2017-12-26,NA,27.7,NA,17.5
"13247","CORRIENTES, AR",2017-12-27,NA,30.4,NA,24.2
"13248","CORRIENTES, AR",2017-12-28,NA,27.9,NA,NA
"13249","CORRIENTES, AR",2017-12-30,NA,29.7,NA,NA
"13250","CORRIENTES, AR",2017-12-31,NA,26.1,35,NA
"13251","CORRIENTES, AR",2018-01-01,1,25.7,36.7,NA
"13252","CORRIENTES, AR",2018-01-02,5.1,24.9,NA,20.2
"13253","CORRIENTES, AR",2018-01-03,0,26.7,NA,18.7
"13254","CORRIENTES, AR",2018-01-04,NA,27.7,35,20
"13255","CORRIENTES, AR",2018-01-05,NA,29.9,NA,24.5
"13256","CORRIENTES, AR",2018-01-06,NA,27.2,35.7,22.5
"13257","CORRIENTES, AR",2018-01-07,NA,19.8,31.9,NA
"13258","CORRIENTES, AR",2018-01-08,NA,26.7,NA,16
"13259","CORRIENTES, AR",2018-01-09,NA,28.1,NA,NA
"13260","CORRIENTES, AR",2018-01-10,NA,28.3,35.5,24
"13261","CORRIENTES, AR",2018-01-11,NA,29.1,NA,24
"13262","CORRIENTES, AR",2018-01-12,NA,27.4,35.3,NA
"13263","CORRIENTES, AR",2018-01-13,5.1,24.6,37,NA
"13264","CORRIENTES, AR",2018-01-14,34,25.1,NA,NA
"13265","CORRIENTES, AR",2018-01-15,0,25.7,29,NA
"13266","CORRIENTES, AR",2018-01-16,NA,26.2,NA,19.6
"13267","CORRIENTES, AR",2018-01-17,NA,28.4,NA,21.8
"13268","CORRIENTES, AR",2018-01-18,7.1,25.3,35.2,NA
"13269","CORRIENTES, AR",2018-01-19,2,26.6,NA,21
"13270","CORRIENTES, AR",2018-01-20,0,24,32.7,NA
"13271","CORRIENTES, AR",2018-01-21,201.9,22.7,24.4,21.6
"13272","CORRIENTES, AR",2018-01-22,21.1,25.6,29.5,23
"13273","CORRIENTES, AR",2018-01-23,6.1,26.8,NA,24
"13274","CORRIENTES, AR",2018-01-24,39.9,25,34.6,20.6
"13275","CORRIENTES, AR",2018-01-25,16,25.4,NA,20.6
"13276","CORRIENTES, AR",2018-01-26,2,25.8,NA,23.2
"13277","CORRIENTES, AR",2018-01-27,4.1,28.4,NA,24.6
"13278","CORRIENTES, AR",2018-01-28,35.1,25.7,32.5,22.4
"13279","CORRIENTES, AR",2018-01-29,0,30.4,NA,24.9
"13280","CORRIENTES, AR",2018-01-30,0,27.3,32.1,NA
"13281","CORRIENTES, AR",2018-01-31,NA,27.1,NA,21.8
"13282","CORRIENTES, AR",2018-02-01,NA,29.2,NA,25.9
"13283","CORRIENTES, AR",2018-02-02,NA,28.5,33.1,23.1
"13284","CORRIENTES, AR",2018-02-03,NA,27.9,NA,20.8
"13285","CORRIENTES, AR",2018-02-04,NA,28.4,33.4,22.7
"13286","CORRIENTES, AR",2018-02-05,NA,27.8,33.4,21
"13287","CORRIENTES, AR",2018-02-07,NA,30.8,NA,NA
"13288","CORRIENTES, AR",2018-02-08,NA,30.8,NA,26
"13289","CORRIENTES, AR",2018-02-09,NA,30.1,36.5,NA
"13290","CORRIENTES, AR",2018-02-10,NA,26.6,35.8,23.5
"13291","CORRIENTES, AR",2018-02-11,0,26.6,NA,NA
"13292","CORRIENTES, AR",2018-02-13,NA,22.8,NA,NA
"13293","CORRIENTES, AR",2018-02-14,NA,23.8,NA,15.9
"13294","CORRIENTES, AR",2018-02-15,NA,27.6,NA,21.5
"13295","CORRIENTES, AR",2018-02-16,NA,28.8,NA,22.5
"13296","CORRIENTES, AR",2018-02-17,NA,27.4,35.2,NA
"13297","CORRIENTES, AR",2018-02-18,NA,25.3,33.2,NA
"13298","CORRIENTES, AR",2018-02-19,23.9,23.9,31.2,21
"13299","CORRIENTES, AR",2018-02-20,0,24.3,NA,22.2
"13300","CORRIENTES, AR",2018-02-21,NA,26,NA,NA
"13301","CORRIENTES, AR",2018-02-22,NA,23.2,30.8,15
"13302","CORRIENTES, AR",2018-02-23,NA,24.4,NA,NA
"13303","CORRIENTES, AR",2018-02-24,NA,25.3,NA,18
"13304","CORRIENTES, AR",2018-02-25,NA,26.2,NA,19.7
"13305","CORRIENTES, AR",2018-02-26,NA,27.5,33.8,20.5
"13306","CORRIENTES, AR",2018-02-27,NA,26.7,NA,20.3
"13307","CORRIENTES, AR",2018-02-28,0.8,26.1,35.5,21.1
"13308","CORRIENTES, AR",2018-03-01,0,26.2,NA,20.9
"13309","CORRIENTES, AR",2018-03-02,NA,26.8,32.5,21.8
"13310","CORRIENTES, AR",2018-03-03,NA,27.6,NA,NA
"13311","CORRIENTES, AR",2018-03-04,0,28.8,33,20.5
"13312","CORRIENTES, AR",2018-03-05,0.5,26.2,33.2,19.8
"13313","CORRIENTES, AR",2018-03-06,0,26.2,32.2,22.4
"13314","CORRIENTES, AR",2018-03-07,NA,22.8,32.7,NA
"13315","CORRIENTES, AR",2018-03-08,NA,20.9,30.9,17
"13316","CORRIENTES, AR",2018-03-09,NA,23.3,NA,NA
"13317","CORRIENTES, AR",2018-03-10,NA,27.1,NA,18
"13318","CORRIENTES, AR",2018-03-11,NA,28.6,NA,22.5
"13319","CORRIENTES, AR",2018-03-12,NA,23.9,36.4,NA
"13320","CORRIENTES, AR",2018-03-13,NA,24.7,30.5,20.5
"13321","CORRIENTES, AR",2018-03-14,NA,25.7,NA,20
"13322","CORRIENTES, AR",2018-03-15,37.1,26.1,34.2,NA
"13323","CORRIENTES, AR",2018-03-16,62,23.6,NA,18.5
"13324","CORRIENTES, AR",2018-03-17,0,29.5,NA,19.7
"13325","CORRIENTES, AR",2018-03-18,NA,30.4,NA,NA
"13326","CORRIENTES, AR",2018-03-19,34,18.6,NA,13.4
"13327","CORRIENTES, AR",2018-03-20,7.1,20.3,NA,13
"13328","CORRIENTES, AR",2018-03-21,2,21.4,NA,16.5
"13329","CORRIENTES, AR",2018-03-22,0,24.3,NA,19.3
"13330","CORRIENTES, AR",2018-03-23,NA,27.3,NA,22.6
"13331","CORRIENTES, AR",2018-03-24,NA,27,34,NA
"13332","CORRIENTES, AR",2018-03-25,25.9,18.7,32,15.8
"13333","CORRIENTES, AR",2018-03-26,0,16.9,NA,NA
"13334","CORRIENTES, AR",2018-03-27,NA,19.2,NA,13.1
"13335","CORRIENTES, AR",2018-03-28,NA,22,NA,16
"13336","CORRIENTES, AR",2018-03-29,NA,24.6,NA,NA
"13337","CORRIENTES, AR",2018-03-30,NA,25.4,NA,NA
"13338","CORRIENTES, AR",2018-03-31,NA,23.6,31.3,NA
"13339","CORRIENTES, AR",2018-04-01,NA,22.9,NA,NA
"13340","CORRIENTES, AR",2018-04-02,NA,21.9,28.6,17.2
"13341","CORRIENTES, AR",2018-04-03,NA,22.8,NA,NA
"13342","CORRIENTES, AR",2018-04-04,NA,23.9,NA,NA
"13343","CORRIENTES, AR",2018-04-05,NA,25.3,NA,19.6
"13344","CORRIENTES, AR",2018-04-06,NA,25.5,31.5,19.5
"13345","CORRIENTES, AR",2018-04-07,NA,26.2,NA,NA
"13346","CORRIENTES, AR",2018-04-08,NA,26.4,NA,NA
"13347","CORRIENTES, AR",2018-04-09,NA,25.9,32.4,19.2
"13348","CORRIENTES, AR",2018-04-10,NA,26.7,NA,NA
"13349","CORRIENTES, AR",2018-04-11,NA,27.2,33.5,24.4
"13350","CORRIENTES, AR",2018-04-12,NA,28.3,NA,23.4
"13351","CORRIENTES, AR",2018-04-13,9.9,18.7,35.2,16.3
"13352","CORRIENTES, AR",2018-04-14,2,21.2,NA,17.9
"13353","CORRIENTES, AR",2018-04-15,0,21.3,27.8,18.9
"13354","CORRIENTES, AR",2018-04-16,NA,22.5,NA,18
"13355","CORRIENTES, AR",2018-04-17,NA,24.8,NA,20
"13356","CORRIENTES, AR",2018-04-18,NA,25.3,NA,20
"13357","CORRIENTES, AR",2018-04-19,NA,26.3,31.5,22.5
"13358","CORRIENTES, AR",2018-04-20,0,27.6,NA,NA
"13359","CORRIENTES, AR",2018-04-21,NA,27.6,33.1,23
"13360","CORRIENTES, AR",2018-04-22,NA,27.6,33.3,22.5
"13361","CORRIENTES, AR",2018-04-23,NA,23.4,33.5,NA
"13362","CORRIENTES, AR",2018-04-24,NA,21.9,25.7,19.6
"13363","CORRIENTES, AR",2018-04-25,NA,23.2,NA,20.7
"13364","CORRIENTES, AR",2018-04-26,NA,25.7,32,20.6
"13365","CORRIENTES, AR",2018-04-27,NA,25.2,NA,20.2
"13366","CORRIENTES, AR",2018-04-28,NA,26.9,NA,21.8
"13367","CORRIENTES, AR",2018-04-29,NA,27.5,33.4,22.9
"13368","CORRIENTES, AR",2018-04-30,NA,27.3,33.4,NA
"13369","CORRIENTES, AR",2018-05-01,NA,24.1,31.9,19.8
"13370","CORRIENTES, AR",2018-05-02,NA,27.2,NA,NA
"13371","CORRIENTES, AR",2018-05-03,NA,27.1,34.6,NA
"13372","CORRIENTES, AR",2018-05-04,9.9,23.3,31.8,18.5
"13373","CORRIENTES, AR",2018-05-05,43.9,21.7,29.5,NA
"13374","CORRIENTES, AR",2018-05-06,4.1,21.8,NA,19.7
"13375","CORRIENTES, AR",2018-05-07,0,24.1,NA,21.1
"13376","CORRIENTES, AR",2018-05-08,NA,24.2,27.9,NA
"13377","CORRIENTES, AR",2018-05-09,0.3,23.6,NA,20.5
"13378","CORRIENTES, AR",2018-05-10,0,21.4,29.8,NA
"13379","CORRIENTES, AR",2018-05-11,33,18.9,26,15.8
"13380","CORRIENTES, AR",2018-05-12,0,14.5,23.2,NA
"13381","CORRIENTES, AR",2018-05-13,NA,15.8,NA,NA
"13382","CORRIENTES, AR",2018-05-14,NA,19.3,NA,13.5
"13383","CORRIENTES, AR",2018-05-15,17,20.5,27,17.4
"13384","CORRIENTES, AR",2018-05-16,4.1,18.9,NA,NA
"13385","CORRIENTES, AR",2018-05-17,0,17.4,NA,12.5
"13386","CORRIENTES, AR",2018-05-18,4.1,18.2,25,14.2
"13387","CORRIENTES, AR",2018-05-19,47,14.7,19,11.5
"13388","CORRIENTES, AR",2018-05-20,0,13.3,19.4,8.4
"13389","CORRIENTES, AR",2018-05-21,NA,13.9,NA,7.7
"13390","CORRIENTES, AR",2018-05-22,NA,13.8,NA,8.5
"13391","CORRIENTES, AR",2018-05-23,NA,13.3,NA,8
"13392","CORRIENTES, AR",2018-05-24,NA,12.3,NA,6.8
"13393","CORRIENTES, AR",2018-05-25,NA,14.8,NA,7.5
"13394","CORRIENTES, AR",2018-05-26,NA,19,NA,11.5
"13395","CORRIENTES, AR",2018-05-27,NA,21.7,NA,NA
"13396","CORRIENTES, AR",2018-05-28,NA,21.4,29.2,18.8
"13397","CORRIENTES, AR",2018-05-29,NA,22.2,28.5,NA
"13398","CORRIENTES, AR",2018-05-30,NA,22.8,27.3,19.8
"13399","CORRIENTES, AR",2018-05-31,6.1,19.4,32.2,NA
"13400","CORRIENTES, AR",2018-06-01,11.9,13.4,19.8,NA
"13401","CORRIENTES, AR",2018-06-02,1,11.8,NA,9
"13402","CORRIENTES, AR",2018-06-03,0,8.6,NA,4.3
"13403","CORRIENTES, AR",2018-06-04,NA,9.8,NA,8.7
"13404","CORRIENTES, AR",2018-06-05,NA,13.8,NA,9.5
"13405","CORRIENTES, AR",2018-06-06,NA,11.3,NA,NA
"13406","CORRIENTES, AR",2018-06-07,NA,12.8,NA,7
"13407","CORRIENTES, AR",2018-06-08,NA,12.8,NA,4
"13408","CORRIENTES, AR",2018-06-09,NA,14.6,NA,8.7
"13409","CORRIENTES, AR",2018-06-10,NA,22.2,NA,18.5
"13410","CORRIENTES, AR",2018-06-11,NA,20.4,28,NA
"13411","CORRIENTES, AR",2018-06-12,0,17.4,22.5,NA
"13412","CORRIENTES, AR",2018-06-13,NA,8.6,NA,5.5
"13413","CORRIENTES, AR",2018-06-14,NA,7.2,NA,4.3
"13414","CORRIENTES, AR",2018-06-15,NA,7.4,NA,3.9
"13415","CORRIENTES, AR",2018-06-16,NA,8.9,NA,1.7
"13416","CORRIENTES, AR",2018-06-17,NA,9.9,NA,1.3
"13417","CORRIENTES, AR",2018-06-18,NA,11.1,NA,4.4
